Uid,Sid,Key,Time,Category,Value,UpdateTime
6503113837,xiaomisports_app,indoor_running,1679332246,running,"{""time"":1679332246,""timezone"":-12,""version"":1,""start_time"":1679332246,""end_time"":1679333464,""proto_type"":3,""sport_type"":3,""duration"":1218,""distance"":620,""calories"":147,""max_pace"":0,""min_pace"":310,""avg_pace"":1940,""steps"":501,""max_cadence"":0,""avg_cadence"":25,""avg_hrm"":111,""max_hrm"":140,""min_hrm"":86,""train_effect"":8}",1700589437
6503113837,xiaomisports_app,indoor_fitness,1679426269,indoor_fitness,"{""time"":1679426269,""timezone"":-12,""version"":1,""start_time"":1679426269,""end_time"":1679428944,""proto_type"":8,""sport_type"":399,""duration"":2675,""calories"":341,""avg_hrm"":114,""max_hrm"":160,""min_hrm"":78,""train_effect"":20}",1700589435
6503113837,xiaomisports_app,indoor_running,1679428988,running,"{""time"":1679428988,""timezone"":-12,""version"":1,""start_time"":1679428988,""end_time"":1679430793,""proto_type"":3,""sport_type"":3,""duration"":1805,""distance"":900,""calories"":268,""max_pace"":0,""min_pace"":268,""avg_pace"":1999,""steps"":734,""max_cadence"":0,""avg_cadence"":24,""avg_hrm"":125,""max_hrm"":167,""min_hrm"":86,""train_effect"":20}",1700589435
6503113837,xiaomisports_app,indoor_fitness,1679512521,indoor_fitness,"{""time"":1679512521,""timezone"":-12,""version"":1,""start_time"":1679512521,""end_time"":1679515884,""proto_type"":8,""sport_type"":399,""duration"":3362,""calories"":355,""avg_hrm"":103,""max_hrm"":130,""min_hrm"":74,""train_effect"":4}",1700589435
6503113837,xiaomisports_app,indoor_running,1679515895,running,"{""time"":1679515895,""timezone"":-12,""version"":1,""start_time"":1679515895,""end_time"":1679517762,""proto_type"":3,""sport_type"":3,""duration"":1867,""distance"":1450,""calories"":304,""max_pace"":0,""min_pace"":287,""avg_pace"":1286,""steps"":1159,""max_cadence"":0,""avg_cadence"":37,""avg_hrm"":132,""max_hrm"":175,""min_hrm"":96,""train_effect"":23}",1700589434
6503113837,xiaomisports_app,indoor_fitness,1679587228,indoor_fitness,"{""time"":1679587228,""timezone"":-12,""version"":1,""start_time"":1679587228,""end_time"":1679590233,""proto_type"":8,""sport_type"":399,""duration"":3005,""calories"":307,""avg_hrm"":101,""max_hrm"":145,""min_hrm"":76,""train_effect"":4}",1700589434
6503113837,xiaomisports_app,indoor_running,1679590245,running,"{""time"":1679590245,""timezone"":-12,""version"":1,""start_time"":1679590245,""end_time"":1679591935,""proto_type"":3,""sport_type"":3,""duration"":1690,""distance"":980,""calories"":230,""max_pace"":0,""min_pace"":249,""avg_pace"":1723,""steps"":835,""max_cadence"":0,""avg_cadence"":30,""avg_hrm"":118,""max_hrm"":146,""min_hrm"":86,""train_effect"":14}",1700589433
6503113837,xiaomisports_app,indoor_fitness,1679675497,indoor_fitness,"{""time"":1679675497,""timezone"":-12,""version"":1,""start_time"":1679675497,""end_time"":1679681156,""proto_type"":8,""sport_type"":399,""duration"":5209,""calories"":702,""avg_hrm"":118,""max_hrm"":155,""min_hrm"":85,""train_effect"":19}",1700589433
6503113837,xiaomisports_app,indoor_running,1679681177,running,"{""time"":1679681177,""timezone"":-12,""version"":1,""start_time"":1679681177,""end_time"":1679682087,""proto_type"":3,""sport_type"":3,""duration"":910,""distance"":280,""calories"":100,""max_pace"":0,""min_pace"":307,""avg_pace"":3229,""steps"":251,""max_cadence"":0,""avg_cadence"":16,""avg_hrm"":106,""max_hrm"":134,""min_hrm"":73,""train_effect"":4}",1700589433
6503113837,xiaomisports_app,indoor_fitness,1679944643,indoor_fitness,"{""time"":1679944643,""timezone"":-12,""version"":1,""start_time"":1679944643,""end_time"":1679948476,""proto_type"":8,""sport_type"":399,""duration"":3696,""calories"":397,""avg_hrm"":105,""max_hrm"":139,""min_hrm"":71,""train_effect"":8}",1700589432
6503113837,xiaomisports_app,indoor_running,1679948496,running,"{""time"":1679948496,""timezone"":-12,""version"":1,""start_time"":1679948496,""end_time"":1679950309,""proto_type"":3,""sport_type"":3,""duration"":1813,""distance"":2990,""calories"":284,""max_pace"":0,""min_pace"":286,""avg_pace"":1058,""steps"":1650,""max_cadence"":0,""avg_cadence"":55,""avg_hrm"":130,""max_hrm"":165,""min_hrm"":79,""train_effect"":23}",1700589432
6503113837,xiaomisports_app,indoor_fitness,1680021338,indoor_fitness,"{""time"":1680021338,""timezone"":-12,""version"":1,""start_time"":1680021338,""end_time"":1680025534,""proto_type"":8,""sport_type"":399,""duration"":4196,""calories"":395,""avg_hrm"":99,""max_hrm"":135,""min_hrm"":74,""train_effect"":3}",1700589430
6503113837,xiaomisports_app,indoor_running,1680025554,running,"{""time"":1680025554,""timezone"":-12,""version"":1,""start_time"":1680025554,""end_time"":1680027359,""proto_type"":3,""sport_type"":3,""duration"":1805,""distance"":1990,""calories"":256,""max_pace"":0,""min_pace"":264,""avg_pace"":1429,""steps"":1041,""max_cadence"":0,""avg_cadence"":35,""avg_hrm"":123,""max_hrm"":174,""min_hrm"":71,""train_effect"":23}",1700589430
6503113837,xiaomisports_app,indoor_fitness,1680118710,indoor_fitness,"{""time"":1680118710,""timezone"":-12,""version"":1,""start_time"":1680118710,""end_time"":1680121553,""proto_type"":8,""sport_type"":399,""duration"":2843,""calories"":339,""avg_hrm"":111,""max_hrm"":146,""min_hrm"":76,""train_effect"":11}",1700589429
6503113837,xiaomisports_app,indoor_fitness,1680200637,indoor_fitness,"{""time"":1680200637,""timezone"":-12,""version"":1,""start_time"":1680200637,""end_time"":1680204326,""proto_type"":8,""sport_type"":399,""duration"":3688,""calories"":376,""avg_hrm"":103,""max_hrm"":143,""min_hrm"":74,""train_effect"":5}",1700589429
6503113837,xiaomisports_app,indoor_running,1680204347,running,"{""time"":1680204347,""timezone"":-12,""version"":1,""start_time"":1680204347,""end_time"":1680206144,""proto_type"":3,""sport_type"":3,""duration"":1797,""distance"":1300,""calories"":273,""max_pace"":0,""min_pace"":270,""avg_pace"":1373,""steps"":1211,""max_cadence"":0,""avg_cadence"":40,""avg_hrm"":128,""max_hrm"":176,""min_hrm"":80,""train_effect"":22}",1700589428
6503113837,xiaomisports_app,indoor_fitness,1680292114,indoor_fitness,"{""time"":1680292114,""timezone"":-12,""version"":1,""start_time"":1680292114,""end_time"":1680295329,""proto_type"":8,""sport_type"":399,""duration"":3215,""calories"":358,""avg_hrm"":107,""max_hrm"":141,""min_hrm"":77,""train_effect"":7}",1700589428
